order_id,user_id,gender,age,country,product_category,product_brand,product_department,retail_price,sale_price,discount_amount,discount_percent,days_to_ship,shipping_duration,days_to_return,is_returned,order_status,order_date,order_day_of_week,order_month,order_year
7464,5986,F,65,United Kingdom,Active,Gildan,Women,29.989999771118164,29.989999771118164,0,0,0,4,,0,Complete,2025-08-07 01:59:00 UTC,5,8,2025
7466,5986,F,65,United Kingdom,Shorts,Levi's,Women,21.989999771118164,21.989999771118164,0,0,1,1,,0,Complete,2024-05-31 01:59:00 UTC,6,5,2024
7470,5991,F,48,United States,Shorts,Exocet,Women,24.989999771118164,24.989999771118164,0,0,0,3,,0,Complete,2025-02-08 03:36:00 UTC,7,2,2025
7476,5997,F,50,Brasil,Swim,Girls4Sport,Women,47.75,47.75,0,0,1,0,,0,Complete,2025-08-09 17:46:00 UTC,7,8,2025
7477,5997,F,50,Brasil,Leggings,Anna-Kaci,Women,15.899999618530272,15.899999618530272,0,0,0,1,,0,Complete,2025-07-07 17:46:00 UTC,2,7,2025
7490,6002,F,16,China,Jeans,Joe's Jeans,Women,169,169,0,0,2,4,,0,Complete,2023-08-30 13:22:00 UTC,4,8,2023
7493,6005,F,49,United Kingdom,Pants & Capris,Democracy,Women,14,14,0,0,1,3,,0,Complete,2025-09-21 11:49:00 UTC,1,9,2025
7495,6006,F,56,United States,Shorts,Silver Jeans,Women,39.979999542236328,39.979999542236328,0,0,1,2,,0,Complete,2025-03-12 12:06:00 UTC,4,3,2025
7509,6017,F,46,China,Tops & Tees,Bella,Women,21.989999771118164,21.989999771118164,0,0,2,0,,0,Complete,2020-08-14 11:57:00 UTC,6,8,2020
7509,6017,F,46,China,Fashion Hoodies & Sweatshirts,Sailor Jerry,Women,24.989999771118164,24.989999771118164,0,0,2,0,,0,Complete,2020-08-14 11:57:00 UTC,6,8,2020
7513,6020,F,29,China,Shorts,bebe,Women,69,69,0,0,0,4,,0,Complete,2024-12-18 08:14:00 UTC,4,12,2024
7520,6023,F,69,Brasil,Jeans,Calvin Klein Jeans,Women,50.090000152587891,50.090000152587891,0,0,0,4,,0,Complete,2024-03-09 02:15:00 UTC,7,3,2024
7529,6029,F,14,China,Sweaters,Parkhurst,Women,98,98,0,0,1,3,,0,Complete,2022-05-19 00:38:00 UTC,5,5,2022
7544,6040,F,28,United States,Swim,Athena,Women,61,61,0,0,1,4,,0,Complete,2021-12-04 13:46:00 UTC,7,12,2021
7554,6049,F,35,Germany,Socks & Hosiery,Life Is Good,Women,10,10,0,0,0,4,,0,Complete,2024-12-03 03:45:00 UTC,3,12,2024
7564,6055,F,17,China,Maternity,Allegra K,Women,18.090000152587887,18.090000152587887,0,0,2,0,,0,Complete,2025-09-27 04:18:00 UTC,7,9,2025
7564,6055,F,17,China,Intimates,Arianne,Women,26.479999542236328,26.479999542236328,0,0,2,0,,0,Complete,2025-09-27 04:18:00 UTC,7,9,2025
7565,6055,F,17,China,Shorts,Allegra K,Women,8.52999973297119,8.52999973297119,0,0,2,0,,0,Complete,2025-07-20 04:18:00 UTC,1,7,2025
7565,6055,F,17,China,Socks & Hosiery,Steve Madden,Women,14,14,0,0,2,0,,0,Complete,2025-07-20 04:18:00 UTC,1,7,2025
7565,6055,F,17,China,Jeans,7 For All Mankind,Women,113.5500030517578,113.5500030517578,0,0,2,0,,0,Complete,2025-07-20 04:18:00 UTC,1,7,2025
7576,6066,F,69,China,Intimates,Solutions That Stick,Women,9.9499998092651367,9.9499998092651367,0,0,2,4,,0,Complete,2025-09-04 04:51:00 UTC,5,9,2025
7579,6069,F,16,United States,Intimates,Maidenform,Women,12,12,0,0,2,0,,0,Complete,2024-04-28 16:05:00 UTC,1,4,2024
7582,6071,F,28,Japan,Socks & Hosiery,Casual Socks,Women,29.989999771118164,29.989999771118164,0,0,1,2,,0,Complete,2025-07-19 15:18:00 UTC,7,7,2025
7586,6074,F,25,Brasil,Sleep & Lounge,Juicy Couture,Women,92,92,0,0,2,3,,0,Complete,2025-02-27 08:40:00 UTC,5,2,2025
7589,6076,F,18,United States,Intimates,Glamourmom,Women,69,69,0,0,2,0,,0,Complete,2025-10-15 06:40:00 UTC,4,10,2025
7591,6076,F,18,United States,Fashion Hoodies & Sweatshirts,FineBrandShop,Women,17.5,17.5,0,0,1,3,,0,Complete,2025-10-14 06:40:00 UTC,3,10,2025
7596,6080,F,63,South Korea,Shorts,Calvin Klein,Women,27.950000762939453,27.950000762939453,0,0,0,0,,0,Complete,2024-10-04 01:27:00 UTC,6,10,2024
7596,6080,F,63,South Korea,Dresses,laundry by SHELLI SEGAL,Women,270,270,0,0,0,0,,0,Complete,2024-10-04 01:27:00 UTC,6,10,2024
7618,6094,F,52,China,Intimates,VIVILLI,Women,21,21,0,0,0,1,,0,Complete,2023-07-03 13:57:00 UTC,2,7,2023
7618,6094,F,52,China,Sleep & Lounge,Alexander Del Rossa,Women,29.989999771118164,29.989999771118164,0,0,0,1,,0,Complete,2023-07-03 13:57:00 UTC,2,7,2023
7618,6094,F,52,China,Sweaters,Tommy Hilfiger,Women,37.9900016784668,37.9900016784668,0,0,0,1,,0,Complete,2023-07-03 13:57:00 UTC,2,7,2023
7634,6101,F,27,United States,Tops & Tees,Anne Klein,Women,57.950000762939446,57.950000762939446,0,0,1,3,,0,Complete,2020-10-23 17:47:00 UTC,6,10,2020
7639,6104,F,46,South Korea,Maternity,Ingrid & Isabel,Women,30,30,0,0,2,3,,0,Complete,2021-05-24 03:27:00 UTC,2,5,2021
7639,6104,F,46,South Korea,Intimates,Corset-story,Women,100,100,0,0,2,3,,0,Complete,2021-05-24 03:27:00 UTC,2,5,2021
7667,6127,F,23,China,Intimates,Moving Comfort,Women,34,34,0,0,0,3,,0,Complete,2025-04-27 07:55:00 UTC,1,4,2025
7669,6128,F,24,Brasil,Leggings,ililily,Women,15.989999771118164,15.989999771118164,0,0,0,2,,0,Complete,2025-05-11 06:56:00 UTC,1,5,2025
7676,6135,F,63,China,Fashion Hoodies & Sweatshirts,TapouT,Women,43.319999694824219,43.319999694824219,0,0,0,0,,0,Complete,2022-11-09 07:08:00 UTC,4,11,2022
7678,6136,F,43,China,Tops & Tees,American Apparel,Women,25,25,0,0,0,3,,0,Complete,2025-05-13 07:23:00 UTC,3,5,2025
7680,6138,F,37,China,Outerwear & Coats,London Fog,Women,87.5,87.5,0,0,0,0,,0,Complete,2021-10-15 04:34:00 UTC,6,10,2021
7681,6139,F,35,South Korea,Sweaters,Ralph Lauren,Women,64.989997863769531,64.989997863769531,0,0,1,0,,0,Complete,2025-03-19 00:25:00 UTC,4,3,2025
7681,6139,F,35,South Korea,Jeans,Silver Jeans,Women,85.5,85.5,0,0,1,0,,0,Complete,2025-03-19 00:25:00 UTC,4,3,2025
7681,6139,F,35,South Korea,Accessories,Ray-Ban,Women,91.160003662109361,91.160003662109361,0,0,1,0,,0,Complete,2025-03-19 00:25:00 UTC,4,3,2025
7681,6139,F,35,South Korea,Swim,Miraclesuit,Women,150,150,0,0,1,0,,0,Complete,2025-03-19 00:25:00 UTC,4,3,2025
7710,6162,F,31,China,Dresses,Funfash,Women,39.9900016784668,39.9900016784668,0,0,1,1,,0,Complete,2024-11-08 11:56:00 UTC,6,11,2024
7722,6175,F,53,China,Leggings,Soho Girls,Women,8.9899997711181641,8.9899997711181641,0,0,2,2,,0,Complete,2025-08-30 09:46:00 UTC,7,8,2025
7722,6175,F,53,China,Pants & Capris,Woman Within,Women,24.989999771118164,24.989999771118164,0,0,2,2,,0,Complete,2025-08-30 09:46:00 UTC,7,8,2025
7722,6175,F,53,China,Intimates,Vanity Fair,Women,25,25,0,0,2,2,,0,Complete,2025-08-30 09:46:00 UTC,7,8,2025
7722,6175,F,53,China,Outerwear & Coats,United Face,Women,319,319,0,0,2,2,,0,Complete,2025-08-30 09:46:00 UTC,7,8,2025
7745,6190,F,23,China,Fashion Hoodies & Sweatshirts,Full Tilt,Women,29.989999771118164,29.989999771118164,0,0,0,2,,0,Complete,2024-06-25 01:16:00 UTC,3,6,2024
7748,6193,F,41,United Kingdom,Skirts,Wallflower,Women,18,18,0,0,0,0,,0,Complete,2024-01-06 05:00:00 UTC,7,1,2024
7749,6194,F,33,Belgium,Tops & Tees,Allegra K,Women,9.569999694824217,9.569999694824217,0,0,0,4,,0,Complete,2025-03-04 14:50:00 UTC,3,3,2025
7749,6194,F,33,Belgium,Plus,Vanity Fair,Women,34,34,0,0,0,4,,0,Complete,2025-03-04 14:50:00 UTC,3,3,2025
7749,6194,F,33,Belgium,Shorts,Roxy,Women,40.950000762939446,40.950000762939446,0,0,0,4,,0,Complete,2025-03-04 14:50:00 UTC,3,3,2025
7749,6194,F,33,Belgium,Suits,Kasper,Women,132,132,0,0,0,4,,0,Complete,2025-03-04 14:50:00 UTC,3,3,2025
7754,6199,F,55,Brasil,Accessories,Luxury Divas,Women,8,8,0,0,2,1,,0,Complete,2025-10-17 02:33:16.616685 UTC,6,10,2025
7754,6199,F,55,Brasil,Socks & Hosiery,Angelina,Women,12,12,0,0,2,1,,0,Complete,2025-10-17 02:33:16.616685 UTC,6,10,2025
7754,6199,F,55,Brasil,Jeans,Levi's,Women,36.9900016784668,36.9900016784668,0,0,2,1,,0,Complete,2025-10-17 02:33:16.616685 UTC,6,10,2025
7754,6199,F,55,Brasil,Swim,Speedo,Women,55.7599983215332,55.7599983215332,0,0,2,1,,0,Complete,2025-10-17 02:33:16.616685 UTC,6,10,2025
7755,6200,F,27,Japan,Pants & Capris,Jones New York,Women,67.470001220703125,67.470001220703125,0,0,1,4,,0,Complete,2022-02-27 09:31:00 UTC,1,2,2022
7771,6208,F,30,United States,Intimates,Rago,Women,60,60,0,0,0,4,,0,Complete,2024-09-23 04:36:00 UTC,2,9,2024
7777,6214,F,50,Brasil,Tops & Tees,Mod-O-Doc,Women,25,25,0,0,2,2,,0,Complete,2025-01-07 07:54:00 UTC,3,1,2025
7778,6215,F,67,China,Pants & Capris,Jones New York,Women,25,25,0,0,0,4,,0,Complete,2023-07-17 11:40:00 UTC,2,7,2023
7779,6215,F,67,China,Sleep & Lounge,DREAMS,Women,21.989999771118164,21.989999771118164,0,0,2,4,,0,Complete,2022-12-18 11:40:00 UTC,1,12,2022
7779,6215,F,67,China,Maternity,Belly Bandit,Women,49.950000762939446,49.950000762939446,0,0,2,4,,0,Complete,2022-12-18 11:40:00 UTC,1,12,2022
7779,6215,F,67,China,Plus,Jones New York,Women,64,64,0,0,2,4,,0,Complete,2022-12-18 11:40:00 UTC,1,12,2022
7779,6215,F,67,China,Intimates,Le Mystere,Women,79.989997863769531,79.989997863769531,0,0,2,4,,0,Complete,2022-12-18 11:40:00 UTC,1,12,2022
7790,6225,F,46,China,Dresses,GUESS,Women,98,98,0,0,2,1,,0,Complete,2024-09-03 03:10:00 UTC,3,9,2024
7796,6231,F,56,China,Intimates,Bali,Women,17.989999771118164,17.989999771118164,0,0,0,0,,0,Complete,2019-08-17 04:29:00 UTC,7,8,2019
7802,6241,F,23,China,Dresses,A. Byer,Women,25,25,0,0,2,4,,0,Complete,2024-12-01 07:05:00 UTC,1,12,2024
7814,6248,F,32,China,Sweaters,Kenneth Cole,Women,66.169998168945312,66.169998168945312,0,0,0,3,,0,Complete,2025-07-03 18:02:00 UTC,5,7,2025
7820,6254,F,18,China,Maternity,HOTmilk,Women,65.75,65.75,0,0,1,2,,0,Complete,2023-05-03 03:38:00 UTC,4,5,2023
7821,6255,F,61,China,Shorts,Lilly Pulitzer,Women,64,64,0,0,0,3,,0,Complete,2024-11-12 14:00:00 UTC,3,11,2024
7839,6269,F,48,United States,Shorts,KUT from the Kloth,Women,58,58,0,0,2,1,,0,Complete,2024-09-22 03:30:00 UTC,1,9,2024
7840,6270,F,37,United States,Sleep & Lounge,Paul Frank,Women,26,26,0,0,0,3,,0,Complete,2025-10-11 02:07:00 UTC,7,10,2025
7840,6270,F,37,United States,Plus,Ray-Ban,Women,85,85,0,0,0,3,,0,Complete,2025-10-11 02:07:00 UTC,7,10,2025
7843,6272,F,15,United States,Swim,Marina West,Women,32.9900016784668,32.9900016784668,0,0,0,1,,0,Complete,2020-05-06 14:17:00 UTC,4,5,2020
7845,6274,F,36,Germany,Accessories,Native Eyewear,Women,73.709999084472656,73.709999084472656,0,0,0,4,,0,Complete,2024-09-06 01:36:00 UTC,6,9,2024
7845,6274,F,36,Germany,Suits,Jessica Howard,Women,108.98999786376952,108.98999786376952,0,0,0,4,,0,Complete,2024-09-06 01:36:00 UTC,6,9,2024
7846,6274,F,36,Germany,Socks & Hosiery,Wigwam,Women,18,18,0,0,1,0,,0,Complete,2024-09-14 01:36:00 UTC,7,9,2024
7847,6274,F,36,Germany,Jeans,Lucky Brand,Women,89.5,89.5,0,0,1,1,,0,Complete,2024-11-20 01:36:00 UTC,4,11,2024
7847,6274,F,36,Germany,Swim,Melissa Odabash,Women,135,135,0,0,1,1,,0,Complete,2024-11-20 01:36:00 UTC,4,11,2024
7850,6279,F,51,Brasil,Fashion Hoodies & Sweatshirts,Rusty,Women,78,78,0,0,0,3,,0,Complete,2024-02-15 13:21:00 UTC,5,2,2024
7853,6281,F,68,China,Socks & Hosiery,Betty Boop,Women,14.989999771118164,14.989999771118164,0,0,2,4,,0,Complete,2025-06-16 18:02:00 UTC,2,6,2025
7854,6282,F,40,United States,Sweaters,Barefoot Dreams,Women,88,88,0,0,0,2,,0,Complete,2023-12-09 00:36:00 UTC,7,12,2023
7859,6286,F,62,China,Fashion Hoodies & Sweatshirts,Allegra K,Women,25.3700008392334,25.3700008392334,0,0,0,0,,0,Complete,2025-07-14 15:04:00 UTC,2,7,2025
7869,6290,F,56,Germany,Shorts,Hot Topic,Women,14.180000305175779,14.180000305175779,0,0,2,0,,0,Complete,2021-02-22 16:21:00 UTC,2,2,2021
7869,6290,F,56,Germany,Jeans,Not Your Daughter's Jeans,Women,130,130,0,0,2,0,,0,Complete,2021-02-22 16:21:00 UTC,2,2,2021
7879,6296,F,48,Australia,Accessories,Touchpoint,Women,16,16,0,0,1,0,,0,Complete,2025-08-30 18:11:00 UTC,7,8,2025
7879,6296,F,48,Australia,Active,Cuddl Duds,Women,30,30,0,0,1,0,,0,Complete,2025-08-30 18:11:00 UTC,7,8,2025
7879,6296,F,48,Australia,Outerwear & Coats,The North Face,Women,80,80,0,0,1,0,,0,Complete,2025-08-30 18:11:00 UTC,7,8,2025
7879,6296,F,48,Australia,Dresses,BCBGMAXAZRIA,Women,129.99000549316406,129.99000549316406,0,0,1,0,,0,Complete,2025-08-30 18:11:00 UTC,7,8,2025
7892,6312,F,29,Brasil,Accessories,Mud Pie,Women,33,33,0,0,0,2,,0,Complete,2024-02-21 10:04:00 UTC,4,2,2024
7905,6322,F,28,France,Active,Comfort Colors,Women,28.989999771118164,28.989999771118164,0,0,1,1,,0,Complete,2023-11-05 08:42:00 UTC,1,11,2023
7907,6324,F,61,France,Sweaters,Port Authority,Women,39.5099983215332,39.5099983215332,0,0,1,2,,0,Complete,2025-09-08 01:36:00 UTC,2,9,2025
7917,6331,F,37,Brasil,Intimates,Vx Intimate Inc,Women,36.950000762939446,36.950000762939446,0,0,1,0,,0,Complete,2023-08-04 10:21:00 UTC,6,8,2023
7933,6343,F,56,China,Intimates,MariaE,Women,60.299999237060554,60.299999237060554,0,0,0,1,,0,Complete,2024-01-15 05:06:00 UTC,2,1,2024
7933,6343,F,56,China,Plus,Oakley,Women,89.989997863769531,89.989997863769531,0,0,0,1,,0,Complete,2024-01-15 05:06:00 UTC,2,1,2024
7934,6344,F,38,United States,Plus,Ray-Ban,Women,119.37999725341795,119.37999725341795,0,0,1,1,,0,Complete,2025-10-15 05:25:00 UTC,4,10,2025
7935,6346,F,52,United States,Maternity,FineBrandShop,Women,19.5,19.5,0,0,1,2,,0,Complete,2025-07-18 07:00:00 UTC,6,7,2025
7935,6346,F,52,United States,Intimates,b.tempt'd by Wacoal,Women,42,42,0,0,1,2,,0,Complete,2025-07-18 07:00:00 UTC,6,7,2025
7946,6351,F,65,China,Dresses,KAMALIKULTURE,Women,90,90,0,0,2,2,,0,Complete,2025-04-18 04:12:00 UTC,6,4,2025
7953,6354,F,63,China,Jeans,Southpole,Women,25,25,0,0,2,3,,0,Complete,2024-10-17 12:07:00 UTC,5,10,2024
7953,6354,F,63,China,Accessories,Pashmina,Women,45.9900016784668,45.9900016784668,0,0,2,3,,0,Complete,2024-10-17 12:07:00 UTC,5,10,2024
7953,6354,F,63,China,Sweaters,Woolrich,Women,129,129,0,0,2,3,,0,Complete,2024-10-17 12:07:00 UTC,5,10,2024
7956,6357,F,66,China,Plus,Gilbin,Women,29.25,29.25,0,0,1,1,,0,Complete,2025-02-15 04:25:00 UTC,7,2,2025
7956,6357,F,66,China,Swim,ECHO,Women,98,98,0,0,1,1,,0,Complete,2025-02-15 04:25:00 UTC,7,2,2025
7957,6358,F,33,South Korea,Intimates,Underworks,Women,7.9899997711181632,7.9899997711181632,0,0,0,3,,0,Complete,2019-12-17 14:50:00 UTC,3,12,2019
7957,6358,F,33,South Korea,Jeans,Rock Revival,Women,125.9499969482422,125.9499969482422,0,0,0,3,,0,Complete,2019-12-17 14:50:00 UTC,3,12,2019
7962,6363,F,28,Germany,Accessories,Suncloud,Women,39.9900016784668,39.9900016784668,0,0,2,2,,0,Complete,2024-09-06 03:43:00 UTC,6,9,2024
7962,6363,F,28,Germany,Fashion Hoodies & Sweatshirts,Volcom,Women,45,45,0,0,2,2,,0,Complete,2024-09-06 03:43:00 UTC,6,9,2024
7965,6365,F,69,United States,Pants & Capris,Neon Buddha,Women,25,25,0,0,2,4,,0,Complete,2025-06-08 06:08:00 UTC,1,6,2025
7965,6365,F,69,United States,Leggings,ROPA VOGA,Women,27,27,0,0,2,4,,0,Complete,2025-06-08 06:08:00 UTC,1,6,2025
7965,6365,F,69,United States,Fashion Hoodies & Sweatshirts,Volcom,Women,90,90,0,0,2,4,,0,Complete,2025-06-08 06:08:00 UTC,1,6,2025
7965,6365,F,69,United States,Jeans,CJ by Cookie Johnson,Women,145,145,0,0,2,4,,0,Complete,2025-06-08 06:08:00 UTC,1,6,2025
7966,6366,F,37,China,Accessories,Hollywood Mirror,Women,14.989999771118164,14.989999771118164,0,0,2,0,,0,Complete,2023-07-10 04:39:00 UTC,2,7,2023
7970,6369,F,31,United States,Intimates,Arianne,Women,65,65,0,0,1,0,,0,Complete,2023-11-26 02:22:00 UTC,1,11,2023
7974,6373,F,50,China,Accessories,SK Hat shop,Women,14.949999809265137,14.949999809265137,0,0,2,2,,0,Complete,2023-09-01 16:48:00 UTC,6,9,2023
7974,6373,F,50,China,Skirts,FineBrandShop,Women,19.899999618530277,19.899999618530277,0,0,2,2,,0,Complete,2023-09-01 16:48:00 UTC,6,9,2023
7974,6373,F,50,China,Sleep & Lounge,Up2date Fashion,Women,19.989999771118164,19.989999771118164,0,0,2,2,,0,Complete,2023-09-01 16:48:00 UTC,6,9,2023
7980,6375,F,66,United States,Dresses,Moonar,Women,67.709999084472656,67.709999084472656,0,0,2,4,,0,Complete,2025-05-24 15:37:00 UTC,7,5,2025
7992,6386,F,34,South Korea,Plus,TAXI Wallet,Women,49,49,0,0,0,0,,0,Complete,2022-08-15 16:27:00 UTC,2,8,2022
8009,6396,F,26,South Korea,Outerwear & Coats,Neon Buddha,Women,94,94,0,0,0,4,,0,Complete,2025-06-13 14:51:00 UTC,6,6,2025
8013,6400,F,61,China,Sleep & Lounge,HUE,Women,29,29,0,0,2,0,,0,Complete,2025-09-13 11:43:00 UTC,7,9,2025
8014,6400,F,61,China,Socks & Hosiery,Roxy,Women,11.949999809265137,11.949999809265137,0,0,2,3,,0,Complete,2025-08-25 11:43:00 UTC,2,8,2025
8014,6400,F,61,China,Intimates,Le Mystere,Women,95,95,0,0,2,3,,0,Complete,2025-08-25 11:43:00 UTC,2,8,2025
8016,6401,F,53,United States,Intimates,Dickies,Women,6.9899997711181641,6.9899997711181641,0,0,1,0,,0,Complete,2023-05-11 16:21:00 UTC,5,5,2023
8019,6404,F,44,United Kingdom,Plus,Playtex,Women,34.9900016784668,34.9900016784668,0,0,1,3,,0,Complete,2025-07-03 09:16:00 UTC,5,7,2025
8023,6407,F,37,Brasil,Intimates,Felina,Women,39,39,0,0,1,1,,0,Complete,2025-07-27 12:51:00 UTC,1,7,2025
8039,6417,F,70,Brasil,Sweaters,Calvin Klein Jeans,Women,46.220001220703125,46.220001220703125,0,0,2,3,,0,Complete,2025-07-06 18:15:00 UTC,1,7,2025
8046,6422,F,56,Spain,Intimates,Wacoal,Women,27,27,0,0,0,3,,0,Complete,2023-09-14 09:40:00 UTC,5,9,2023
8046,6422,F,56,Spain,Sleep & Lounge,Casual Moments,Women,49.9900016784668,49.9900016784668,0,0,0,3,,0,Complete,2023-09-14 09:40:00 UTC,5,9,2023
8050,6424,F,47,United States,Socks & Hosiery,Berkshire,Women,8.9499998092651367,8.9499998092651367,0,0,2,1,,0,Complete,2022-05-07 02:13:00 UTC,7,5,2022
8050,6424,F,47,United States,Leggings,SK Hat shop,Women,9.9499998092651367,9.9499998092651367,0,0,2,1,,0,Complete,2022-05-07 02:13:00 UTC,7,5,2022
8063,6434,F,59,United States,Intimates,Laura,Women,44.450000762939446,44.450000762939446,0,0,0,3,,0,Complete,2023-09-17 18:13:00 UTC,1,9,2023
8074,6446,F,55,China,Sleep & Lounge,Carol Wright Gifts,Women,16.989999771118164,16.989999771118164,0,0,0,2,,0,Complete,2022-07-29 01:34:00 UTC,6,7,2022
8081,6452,F,40,Spain,Fashion Hoodies & Sweatshirts,Roxy,Women,44.5,44.5,0,0,2,0,,0,Complete,2025-10-13 10:37:00 UTC,2,10,2025
8082,6453,F,15,China,Shorts,Volcom,Women,39.450000762939446,39.450000762939446,0,0,0,3,,0,Complete,2024-06-10 15:09:00 UTC,2,6,2024
8085,6455,F,57,United States,Shorts,Jones New York,Women,36.279998779296882,36.279998779296882,0,0,2,4,,0,Complete,2025-05-05 14:11:00 UTC,2,5,2025
8097,6461,F,48,Germany,Plus,Pamela Mann Hosiery,Women,17.950000762939453,17.950000762939453,0,0,2,2,,0,Complete,2023-04-15 14:59:00 UTC,7,4,2023
8106,6468,F,68,Brasil,Plus,Playtex,Women,33,33,0,0,0,0,,0,Complete,2025-06-09 13:36:00 UTC,2,6,2025
8109,6468,F,68,Brasil,Outerwear & Coats,GUESS,Women,128,128,0,0,0,3,,0,Complete,2025-02-16 13:36:00 UTC,1,2,2025
8123,6482,F,46,China,Intimates,Assets,Women,26,26,0,0,1,4,,0,Complete,2022-06-02 08:42:00 UTC,5,6,2022
8123,6482,F,46,China,Intimates,Jezebel,Women,34,34,0,0,1,4,,0,Complete,2022-06-02 08:42:00 UTC,5,6,2022
8132,6491,F,35,France,Active,Fruit of the Loom,Women,18,18,0,0,2,2,,0,Complete,2025-02-12 01:02:00 UTC,4,2,2025
8146,6500,F,14,United Kingdom,Intimates,Just My Size,Women,14.340000152587892,14.340000152587892,0,0,0,0,,0,Complete,2023-05-30 14:00:00 UTC,3,5,2023
8146,6500,F,14,United Kingdom,Jumpsuits & Rompers,Allegra K,Women,14.510000228881836,14.510000228881836,0,0,0,0,,0,Complete,2023-05-30 14:00:00 UTC,3,5,2023
8146,6500,F,14,United Kingdom,Jeans,Not Your Daughter's Jeans,Women,110,110,0,0,0,0,,0,Complete,2023-05-30 14:00:00 UTC,3,5,2023
8149,6501,F,47,China,Swim,Speedo,Women,64.949996948242188,64.949996948242188,0,0,0,4,,0,Complete,2022-07-22 16:18:00 UTC,6,7,2022
8150,6502,F,32,China,Shorts,Roxy,Women,24.969999313354489,24.969999313354489,0,0,2,3,,0,Complete,2023-08-14 14:41:00 UTC,2,8,2023
8150,6502,F,32,China,Sweaters,eVogues Apparel,Women,27.989999771118164,27.989999771118164,0,0,2,3,,0,Complete,2023-08-14 14:41:00 UTC,2,8,2023
8150,6502,F,32,China,Pants & Capris,Neon Buddha,Women,73,73,0,0,2,3,,0,Complete,2023-08-14 14:41:00 UTC,2,8,2023
8151,6502,F,32,China,Shorts,Juicy Couture,Women,49.9900016784668,49.9900016784668,0,0,0,2,,0,Complete,2023-12-04 14:41:00 UTC,2,12,2023
8162,6512,F,21,United States,Outerwear & Coats,Levi's,Women,54.9900016784668,54.9900016784668,0,0,2,4,,0,Complete,2023-06-27 14:39:00 UTC,3,6,2023
8163,6512,F,21,United States,Intimates,Nippits,Women,5.5999999046325684,5.5999999046325684,0,0,1,4,,0,Complete,2024-05-16 14:39:00 UTC,5,5,2024
8166,6514,F,32,China,Shorts,Columbia,Women,20,20,0,0,0,2,,0,Complete,2024-04-19 05:10:00 UTC,6,4,2024
8185,6535,F,49,China,Pants & Capris,Southpole,Women,25,25,0,0,2,1,,0,Complete,2024-10-10 09:23:00 UTC,5,10,2024
8185,6535,F,49,China,Maternity,Ecoscapes,Women,29.989999771118164,29.989999771118164,0,0,2,1,,0,Complete,2024-10-10 09:23:00 UTC,5,10,2024
8191,6542,F,15,Brasil,Blazers & Jackets,Allegra K,Women,9.9200000762939435,9.9200000762939435,0,0,0,3,,0,Complete,2023-09-29 01:50:00 UTC,6,9,2023
8193,6543,F,39,Brasil,Sweaters,Allegra K,Women,11.979999542236328,11.979999542236328,0,0,2,4,,0,Complete,2024-11-26 09:06:00 UTC,3,11,2024
8193,6543,F,39,Brasil,Sleep & Lounge,White Orchid,Women,25,25,0,0,2,4,,0,Complete,2024-11-26 09:06:00 UTC,3,11,2024
8203,6549,F,27,Germany,Jeans,Levi's,Women,46,46,0,0,0,2,,0,Complete,2025-02-28 02:29:00 UTC,6,2,2025
8212,6553,F,15,United States,Leggings,bebe,Women,89,89,0,0,2,3,,0,Complete,2024-07-01 13:47:00 UTC,2,7,2024
8217,6556,F,54,South Korea,Sweaters,VIP BOUTIQUE,Women,10.989999771118164,10.989999771118164,0,0,1,4,,0,Complete,2023-08-24 16:16:00 UTC,5,8,2023
8217,6556,F,54,South Korea,Socks & Hosiery,bSoft,Women,12.989999771118164,12.989999771118164,0,0,1,4,,0,Complete,2023-08-24 16:16:00 UTC,5,8,2023
8218,6557,F,63,Spain,Maternity,Ecoscapes,Women,47.9900016784668,47.9900016784668,0,0,0,0,,0,Complete,2025-01-09 06:57:00 UTC,5,1,2025
8243,6578,F,28,China,Socks & Hosiery,Ames,Women,19.989999771118164,19.989999771118164,0,0,0,2,,0,Complete,2023-08-27 13:28:00 UTC,1,8,2023
8259,6591,F,64,United States,Socks & Hosiery,Cecilia de Rafael,Women,31.989999771118164,31.989999771118164,0,0,1,4,,0,Complete,2025-08-26 08:24:00 UTC,3,8,2025
8264,6595,F,48,China,Sleep & Lounge,Hello Kitty,Women,36,36,0,0,1,3,,0,Complete,2025-07-23 03:52:00 UTC,4,7,2025
8282,6611,F,30,Brasil,Outerwear & Coats,XOXO,Women,98.0999984741211,98.0999984741211,0,0,2,3,,0,Complete,2021-07-07 09:59:00 UTC,4,7,2021
8322,6638,F,27,United States,Intimates,Ilusion,Women,9,9,0,0,2,0,,0,Complete,2025-05-08 07:53:00 UTC,5,5,2025
8361,6663,F,58,China,Blazers & Jackets,Allegra K,Women,9.119999885559082,9.119999885559082,0,0,0,3,,0,Complete,2021-10-03 15:45:00 UTC,1,10,2021
8361,6663,F,58,China,Intimates,Goddess,Women,39,39,0,0,0,3,,0,Complete,2021-10-03 15:45:00 UTC,1,10,2021
8361,6663,F,58,China,Blazers & Jackets,AxParis,Women,55.5,55.5,0,0,0,3,,0,Complete,2021-10-03 15:45:00 UTC,1,10,2021
8378,6676,F,23,China,Pants & Capris,Calvin Klein,Women,69,69,0,0,0,4,,0,Complete,2025-09-22 17:46:00 UTC,2,9,2025
